storey_uuid,dataSource,functionType,interiorSpace,sensor_name,room_name,spaceType,uuid,coordinates,type,storey_floorId,storey_floorPlan,storey_name,storey_geoReference,building_address,building_geo,building_name
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,,Dynet Sensor,occupancy,5db8ab93-df74-4e86-9b11-bedfd8859672,"[{latitude=51.44824834800509, longitude=5.486075628082902}, {latitude=51.44824832727042, longitude=5.486032385644849}, {latitude=51.4482752768773, longitude=5.486032352361897}, {latitude=51.448275297611985, longitude=5.486075594825495}, {latitude=51.44824834800509, longitude=5.486075628082902}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13076,3.201 - Collegezaal,occupancy,f89cf046-f58a-449a-8769-bc062e37ddec,"[{latitude=51.44754973424576, longitude=5.486092145184466}, {latitude=51.44754971351112, longitude=5.486048903407969}, {latitude=51.447576663118, longitude=5.486048870125628}, {latitude=51.44757668385265, longitude=5.486092111927569}, {latitude=51.44754973424576, longitude=5.486092145184466}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #23064,3.442 - Conferentie vergaderruimte,occupancy,414196b9-6a92-4b1a-b2d6-059f0d6408ba,"[{latitude=51.448380429378815, longitude=5.486169371381723}, {latitude=51.44838040864416, longitude=5.4861261288184835}, {latitude=51.448407358251046, longitude=5.486126095535531}, {latitude=51.44840737898571, longitude=5.486169338124215}, {latitude=51.448380429378815, longitude=5.486169371381723}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #23081,3.420 - Kantoor,occupancy,8810fbbf-0e79-482e-afde-4b183be925c6,"[{latitude=51.448564977426955, longitude=5.486277897157354}, {latitude=51.4485649566923, longitude=5.486234654419363}, {latitude=51.44859190629918, longitude=5.486234621136207}, {latitude=51.44859192703385, longitude=5.486277863899745}, {latitude=51.448564977426955, longitude=5.486277897157354}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #23094,3.329 - Kantoor,occupancy,e1f7c4fd-2a0d-4f25-9a1b-a9f6b356c766,"[{latitude=51.447965333908556, longitude=5.486279441085719}, {latitude=51.4479653131739, longitude=5.4862361989156465}, {latitude=51.44799226278078, longitude=5.4862361656328975}, {latitude=51.447992283515454, longitude=5.4862794078285155}, {latitude=51.447965333908556, longitude=5.486279441085719}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13073,3.119 - Kantoortuin Werklandschap,occupancy,001e4f04-bbd4-40d5-8443-597bb78c0c8b,"[{latitude=51.447364624054366, longitude=5.486281473881316}, {latitude=51.447364603319706, longitude=5.486238232280182}, {latitude=51.44739155292659, longitude=5.486238198997942}, {latitude=51.447391573661264, longitude=5.486281440624622}, {latitude=51.447364624054366, longitude=5.486281473881316}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13067,3.130 - Kantoortuin Werklandschap,occupancy,7761b585-5f9e-4ace-9333-ddda3d2e89af,"[{latitude=51.447088772006374, longitude=5.48628141136067}, {latitude=51.447088751271714, longitude=5.486238170020799}, {latitude=51.447115700878584, longitude=5.486238136738661}, {latitude=51.44711572161326, longitude=5.486281378104179}, {latitude=51.447088772006374, longitude=5.48628141136067}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13075,3.125 - Kantoor,occupancy,152f2f1f-27c9-4cc0-b5f5-e5365c533401,"[{latitude=51.44722726633806, longitude=5.486281442749742}, {latitude=51.4472272456034, longitude=5.48623820127868}, {latitude=51.44725419521028, longitude=5.48623816799644}, {latitude=51.44725421594495, longitude=5.486281409493048}, {latitude=51.44722726633806, longitude=5.486281442749742}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13060,3.132 - Kantoortuin Werklandschap,occupancy,d5efafca-f189-436b-8081-0a81b280bc1f,"[{latitude=51.44708796842136, longitude=5.48620033426434}, {latitude=51.44708794768669, longitude=5.486157092925182}, {latitude=51.44711489729358, longitude=5.486157059643044}, {latitude=51.447114918028255, longitude=5.486200301007748}, {latitude=51.44708796842136, longitude=5.48620033426434}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
07be2482-c02d-403b-a233-c29d41b1add0,dynet,occupancy,TRUE,DUS360CR #13070,3.121 - Kantoortuin Werklandschap,occupancy,afb5d327-4573-4d21-8c10-49444e1a92d7,"[{latitude=51.447319172117325, longitude=5.486281463579779}, {latitude=51.44731915138267, longitude=5.486238222021697}, {latitude=51.447346100989556, longitude=5.486238188739457}, {latitude=51.44734612172422, longitude=5.486281430323086}, {latitude=51.447319172117325, longitude=5.486281463579779}]",polygon,3,"{""width"":""20000"",""name"":""EF644EA6-3640-4F09-80B7-1D230250EC09.png"",""imageURI"":""/buildingStoreyImage/07be2482-c02d-403b-a233-c29d41b1add0"",""height"":""3000""}",Verdieping 03,"[{""pixelCoordinates"":{""x"":19812.0,""y"":2696.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}},{""pixelCoordinates"":{""x"":19826.0,""y"":303.213134765625},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":177.0,""y"":2706.213134765625},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
